sessionId (id),page (text),latency (int),timeOnPage (float)
37eb9889,explore,419,56.673
395db9dc,index,6,52.453
3941ab5f,explore,22,137.055
b8b7a428,explore,202,153.657
3431e690,explore,22,239.134
b688a066,,47,
38da9d49,query,307,490.204
b8acdbe3,query,17,339.103
b7eff8f0,,109,
379141c9,welcome,39,31.186
38731251,explore,22,98.17
38e9c25e,index,14,67.048
b727c7ed,query,282,371.729
b8d66d35,query,46,358.636
b9322811,query,27,435.363
b821442d,query,76,400.744
b8b6d7a6,explore,87,66.525
38b0ba4b,index,44,60.709
b867a142,explore,22,187.718
3899ea49,welcome,8,28.173
b853adc7,query,138,342.485
b87cde16,welcome,16,27.144
b8075a0a,query,115,369.38
38a7586c,query,35,471.948
b8acdbe3,welcome,7,43.283
380f0830,query,139,355.89
b8cc587b,welcome,20,41.833
b6a42ef9,explore,143,118.679
3472f217,query,35,379.026
b8160561,query,70,360.998
b871cdab,query,131,307.687
b83daced,explore,24,81.846
b8bba093,welcome,36,29.574
38a9f6f5,explore,43,57.326
4.00E+101,query,24,361.926
b93c1e35,welcome,7,36.102
38dfb031,query,19,285.5
b9322811,index,12,37.021
38790dde,,39,
b8c69d26,explore,152,124.773
37dbf1b8,query,18,439.498
b7006301,query,171,280.287
b5da8408,welcome,64,29.984
b7dc6a9a,welcome,7,32.241
37f82166,index,30,41.093
b842859b,query,62,288.936
37f2055b,query,66,403.094
b69d376c,query,117,378.822
b9166fd4,explore,414,168.937
b8bb2174,index,26,40.606
b8a7d0b8,welcome,9,25.232
385539b2,query,23,382.109
390d228a,index,39,69.18
38da9d49,query,144,499.698
387e161c,query,56,339.788
37295f54,welcome,16,25.476
38ebf974,explore,22,99.216
37e8bad2,query,68,490.84
b8f55c89,index,4,63.775
b8e5a9d7,welcome,7,36.615
b8989f91,explore,367,104.669
b72e9d50,query,17,368.296
b880fe2e,welcome,30,27.339
b8e2850c,explore,81,130.229
b9069c73,explore,22,76.891
385b8ebd,explore,75,111.518
b8656837,welcome,41,32.777
3.89E+41,explore,22,250.418
379f5fd6,explore,22,130.9
3.92E+09,query,316,390.376
b6e9962b,query,32,437.462
b70bcb2c,,55,
37295f54,query,50,316.899
38678694,welcome,7,30.263
392269f6,query,95,246.457
37b00432,index,9,39.273
b7ca73fe,query,17,404.172
38edab26,explore,32,126.287
b8075a0a,index,14,51.466
3928b75f,query,38,341.209
38c46841,explore,60,134.32
b8160561,,127,
380659cb,explore,207,143.396
b715fc7b,explore,232,118.907
b7fa5fae,query,17,376.189
b98f41a7,welcome,14,26.887
b78ab09a,explore,289,52.527
38bf4757,welcome,11,27.365
b8e1fea6,query,51,438.845
395db9dc,welcome,95,33.478
38250955,query,25,348.928
b8884021,query,31,446.002
39244681,explore,34,54.113
38c9120d,query,47,254.937
38acbfc9,explore,22,129.066
3928b75f,query,32,487.448
b95624a3,query,17,357.886
b913fa3d,explore,22,132.271
38250955,,10,
b826784b,explore,22,63.597
388e7adf,query,32,412.947
b7cd9fae,query,103,412.159
b7f28310,query,61,422.41
b7b79d06,welcome,19,37.115
38c78d69,index,4,23.168
379b1d53,explore,27,108.114
b826ffe7,explore,323,84.74
380f0830,welcome,33,30.64
38876233,index,13,33.807
b8463fd8,welcome,20,41.349
b6e567e4,welcome,61,34.1
387950ec,query,30,460.932
b89f9db4,welcome,37,30.495
38a9f6f5,query,17,503.002
b925aacd,query,24,266.135
b7d41379,,125,
36b6fc81,query,81,331.96
b8c172c6,welcome,126,33.347
b8cfbab8,explore,38,96.716
b9322811,,10,
38498b7e,query,78,414.288
b69d376c,welcome,13,15.725
387554d0,welcome,7,20.447
38edab26,welcome,83,33.079
37d6bbaf,,20,
380659cb,index,38,2.125
b63ebe25,index,6,80.976
b8989f91,explore,66,155.655
b9315418,query,17,439.918
b98f41a7,query,17,438.413
38b0ba4b,query,234,317.24
38acbfc9,explore,334,133.756
3924671c,query,184,471.901
37dbf1b8,query,17,500.973
b928afbe,welcome,90,21.762
380f0830,query,37,397.982
b8656837,query,257,285.291
b915b875,explore,22,136.419
39048856,query,17,376.084
b72f7963,query,238,515.247
389a5a09,welcome,20,40.182
b842859b,index,53,25.927
38a2afc1,query,41,312.854
38ef3cac,query,268,428.909
3988f9c2,query,105,397.327
3969e39d,,40,
38e75f40,query,74,449.191
b88a09a7,welcome,15,30.058
37a6168f,query,96,314.61
388cea01,explore,54,113.782
3988f9c2,query,17,376.889
38e75f40,query,163,351.841
38ebf974,explore,225,89.65
b7f28310,explore,185,174.232
b4d56bdc,explore,267,138.451
b8372421,query,132,382.393
387e161c,welcome,7,32.181
b871cdab,query,53,328.795
b8aff57d,index,4,36.575
b7851092,welcome,65,23.603
38731251,explore,178,113.55
b802185b,explore,29,96.211
b81aac1c,welcome,54,33.764
b6f8d90b,explore,195,64.338
37cca1bf,welcome,11,22.275
3988f9c2,query,101,346.213
b6e567e4,explore,91,204.816
379b1d53,explore,151,144.36
38da9d49,query,36,257.462
38250955,explore,38,118.06
38731251,index,4,72.366
39244681,welcome,124,41.712
35f3508e,explore,192,134.277
b9a11327,explore,61,131.667
3795b01d,explore,42,45.862
38ebf974,query,159,370.68
b867a142,query,91,407.154
36d0a1dc,index,6,22.634
b8989f91,query,17,279.314
b8b0e081,query,17,487.659
387347f1,query,17,417.973
b874f71a,welcome,21,29.478
390a543e,query,102,337.017
b7cd9fae,explore,131,118.584
3875fb10,query,81,380.97
38dd988d,,35,
b89358fa,query,36,259.456
35c5412f,explore,105,75.28
3857dfc6,explore,379,106.824
3884d3b8,query,17,316.512
b80488d1,explore,241,68.772
b688a066,,120,
3882b813,,15,
38250955,welcome,50,21.227
38790dde,index,11,52.88
3911c453,query,17,366.694
3928b75f,explore,75,100.542
39006782,query,88,335.11
b6bfc32c,query,34,272.081
38b6b950,query,213,321.374
b8884021,query,71,375.68
b957115e,query,176,320.553
b78ab09a,explore,79,104.929
b913fa3d,query,43,414.984
b8acdbe3,query,124,476.836
b860ffac,query,37,299.612
3911c751,query,17,333.648
39449ddc,welcome,12,28.934
b915b875,,113,
b94e2817,explore,115,105.63
b69d376c,query,17,305.058
b898d23e,,59,
b4d56bdc,welcome,114,31.464
35b444af,query,17,396.909
38edf1a3,welcome,7,34.27
b92cb918,query,149,335.328
3794ed75,explore,47,95.613
b8b14542,query,17,395.356
37b00432,query,199,471.264
38bc1af6,query,32,254.866
b7006301,query,122,441.966
38b157d8,explore,75,114.638
385bf153,index,83,73.848
39185800,index,59,44.447
37cca1bf,explore,126,73.603
37cca1bf,index,13,29.954
b94e2817,explore,187,145.873
b6e567e4,explore,60,168.246
b743e5c6,welcome,30,34.024
37c64359,query,303,405.019
381e9853,explore,23,90.899
3.89E+41,query,17,367.709
b8f55c89,index,42,36.767
385539b2,explore,84,165.471
b914eada,welcome,31,32.142
b8b1fce4,explore,22,95.561
38d3b1c9,welcome,53,33.683
35c5412f,query,376,363.668
396c890c,,10,
370571d4,explore,323,157.921
b925aacd,,83,
b8a7d0b8,query,17,377.756
38e2c522,explore,378,83.977
b9036d74,explore,35,12.294
396c890c,welcome,20,27.261
b73cf870,welcome,80,22.948
3910ea02,query,197,423.75
35c5412f,query,283,362.026
37a6168f,query,17,403.008
b7f5bb66,explore,47,130.813
b7e9cf39,query,153,318.984
384ccca7,explore,222,51.255
38946284,,65,
b8817cf7,query,232,293.282
b7711fd2,explore,26,118.871
3941ab5f,query,343,375.972
b821442d,welcome,34,28.191
381e9853,query,82,321.225
b83f119a,query,53,326.3
3875fb10,welcome,82,38.051
b8656837,query,76,321.804
b8817cf7,welcome,218,25.494
3791a42e,explore,144,146.626
b9322811,query,17,311.638
b914eada,query,60,388.575
3849c6fb,query,342,370.738
b8acdbe3,explore,28,125.66
b82c53e0,explore,33,101.66
38e75f40,welcome,77,33.517
b898d23e,query,31,327.801
b727c7ed,welcome,18,21.673
38106d1a,query,188,414.796
b81aac1c,explore,24,96.361
3849c6fb,,17,
b895837d,query,97,506.113
37f2055b,welcome,35,48.362
381e9853,query,109,359.585
b9322811,query,282,351.664
39185800,query,44,393.579
b73cf870,explore,63,24.892
3791a42e,welcome,22,19.873
394107ce,welcome,7,36.126
37dbf1b8,welcome,43,37.404
b895837d,explore,87,59.45
b880fe2e,explore,59,102.141
3928b75f,query,68,362.898
b8d1dabb,query,17,337.227
b7006301,explore,22,129.205
38a7586c,index,4,55.994
3827db44,welcome,43,28.013
38ebf974,welcome,32,37.864
388473f3,explore,38,129.176
38a53e49,explore,306,93.578
b925aacd,welcome,111,25.435
388e7adf,explore,214,91.325
37f82166,explore,22,71.969
b6b8e96f,welcome,10,27.781
38d9e91d,query,148,374.704
b867a142,query,30,313.319
38d0167a,query,17,397.907
b8bb10b7,explore,147,70.889
b8a3d144,query,54,462.83
b8cfbab8,welcome,7,33.053
b86cb46d,query,17,315.832
b94a5b1f,explore,257,133.911
385bf153,welcome,14,19.097
b8cc8870,query,22,415.269
38e7e056,query,17,466.745
b83f119a,explore,22,132.118
b95624a3,query,320,426.264
382345b2,explore,22,74.717
b6958ebc,explore,22,138.549
b836089c,index,36,34.529
b6958ebc,welcome,21,29.348
b98ba0ac,welcome,35,29.218
3827db44,welcome,7,32.794
b914eada,index,4,73.246
38a271d8,explore,22,103.681
3899ccda,query,17,304.329
38dfb031,explore,36,139.657
b909b158,query,142,385.156
38250955,query,166,481.029
b95624a3,query,139,439.709
387950ec,welcome,40,20.316
b8bba093,query,62,293.733
38b09a88,explore,111,116.301
38b6b950,welcome,11,30.73
b97c6f36,query,17,419.505
3941ab5f,explore,22,118.641
b7ca73fe,query,39,416.272
b83f119a,explore,128,136.866
3911c751,explore,26,132.045
38ebf974,explore,22,117.053
b928afbe,index,29,62.463
3911c453,query,17,266.11
384f2238,query,29,336.249
b8dd316b,query,17,325.338
380659cb,index,45,48.752
b8372421,welcome,7,22.021
37e8bad2,welcome,11,32.209
b922e3e3,,36,
b8989f91,explore,22,66.628
b8e2850c,query,23,365.196
b9058a3a,explore,22,110.64
35cfb7c7,index,7,52.651
b72e9d50,welcome,16,28.084
382345b2,welcome,29,23.124
b7cd9fae,query,126,399.538
38b53b45,welcome,7,30.722
b8e2850c,query,17,360.444
b8c0d87a,explore,308,126.372
3911c751,explore,451,125.201
b9315418,query,32,380.564
b8d19bd2,explore,22,47.08
b929ba86,welcome,7,19.529
3858424d,index,61,39.404
b95624a3,index,4,43.828
3827db44,welcome,28,28.808
387fd3f2,explore,220,25.709
38a7586c,query,24,362.414
b8d56faf,explore,22,151.426
37db1c2e,query,123,380.447
37f2055b,,10,
b715fc7b,query,106,358.662
b78e0dd7,welcome,37,33.055
b8cc8870,welcome,7,35.483
39048856,welcome,20,22.001
37b00432,,12,
b7599dee,query,20,378.802
b83f119a,query,97,305.306
39048856,explore,55,31.098
38826074,welcome,15,39.095
379f5fd6,query,167,404.907
380f0830,welcome,151,34.453
38a7586c,welcome,57,26.605
b826ffe7,query,17,265.486
b684a433,,51,
b93a5bf5,query,174,354.498
b8884021,explore,52,91.916
38b0ba4b,index,38,41.633
3809ff9f,explore,188,131.716
38a9f6f5,query,26,354.385
396a04f5,welcome,24,30.916
39449ddc,explore,86,144.852
3.80E+08,query,283,410.995
b8d66d35,welcome,19,28.498
b7dba582,,118,
385539b2,welcome,30,31.184
39244681,query,17,386.145
b8656837,query,40,344.87
35f3508e,explore,59,111.229
b925aacd,explore,47,143.498
b6990fc2,query,18,377.543
b8bff102,welcome,71,40.32
37295f54,query,25,393.05
379b1d53,explore,71,164.295
b8997f4c,query,376,335.061
36d0a1dc,query,84,419.14
b8cfbab8,welcome,20,27.719
393d8a15,welcome,20,33.128
b8aff57d,query,49,344.579
35b444af,,49,
3926e692,welcome,26,43.57
36d0a1dc,,10,
3.80E+08,,16,
b8e5a9d7,query,45,388.735
b83daced,welcome,7,26.575
3882b813,welcome,64,29.778
b95624a3,index,21,33.276
379141c9,explore,170,59.697
38edab26,query,17,413.205
b684a433,query,27,383.571
38dfb031,query,62,241.59
3861d537,query,192,418.182
b8d56faf,welcome,7,36.619
37c64359,explore,50,93.093
b8adaed6,welcome,10,23.516
b89e1007,query,17,273.001
b69d376c,index,4,23.223
b73cf870,explore,111,94.175
37e8bad2,query,175,468.041
3908895c,explore,27,149.654
3472f217,welcome,131,35.063
37a1058d,explore,135,139.071
3707fb77,query,71,456.89
b85d00a8,query,17,325.579
3926e692,query,17,474.616
b9069c73,query,81,354.983
b880fe2e,welcome,22,16.668
38e75f40,query,17,446.849
3845e841,query,119,399.183
3912a215,query,128,401.766
396a04f5,query,17,374.864
3794ed75,explore,59,55.851
b7d41379,explore,48,150.508
38678694,query,463,352.282
3988f9c2,query,52,291.886
38a2afc1,welcome,36,28.985
371b2fbe,explore,22,194.778
38bf4757,,89,
392c9861,explore,69,74.272
b922e3e3,welcome,23,40.037
b8f55c89,explore,72,66.571
b8d3ccd1,welcome,14,37.598
b961b7f3,explore,390,45.437
b8569c03,query,32,445.663
38bc1af6,explore,71,154.008
b83daced,query,104,466.789
38551544,,10,
b8bb2174,query,269,341.349
36a0d5ec,explore,268,139.51
b8d358f0,welcome,60,41.153
396a04f5,query,100,485.885
38a2afc1,explore,22,115.522
3945ce3a,explore,71,115.429
b743e5c6,welcome,128,30.123
3858424d,query,93,361.879
36b6fc81,query,78,389.036
b93c1e35,welcome,15,35.234
b69d376c,query,172,343.685
37d6bbaf,explore,22,112.607
b866983b,query,68,477.225
b88659dd,index,19,63.794
3911c751,query,174,384.101
3825c62e,explore,170,177.119
b922e3e3,query,116,462.069
b8cc587b,query,26,438.408
38250955,explore,183,77.56
b888fdf7,welcome,33,27.989
36d0a1dc,welcome,8,35.268
38876233,index,6,34.378
b860ffac,query,134,385.643
b7c6f37d,query,108,436.748
37d6bbaf,welcome,65,21.465
b63ebe25,welcome,14,28.314
b8b6d7a6,welcome,7,48.517
b7fa5fae,query,74,456.118
b78e3163,query,19,272.843
b72f7963,explore,146,103.904
392c9861,query,106,389.224
3959531f,explore,44,155.847
395db9dc,query,63,212.234
b93c1e35,welcome,19,30.398
b914e7a0,query,66,409.504
38790dde,welcome,92,31.922
3882b813,query,119,371.555
b888fdf7,welcome,70,37.514
379f5fd6,explore,45,114.273
b8d19bd2,index,46,17.337
b715fc7b,query,216,452.778
38946284,explore,22,121.948
b5da8408,query,25,428.656
b8a3d144,query,92,428.918
b7711fd2,explore,109,119.485
38678694,query,119,279.8
b909b158,explore,22,50.335
b9011f98,explore,26,39.713
381e9853,,27,
b76cdcea,explore,99,148.803
b7e1c8a3,index,4,47.086
37ab4274,query,17,364.393
b7b59c98,query,163,349.671
b788a64e,query,312,340.162
3857dfc6,query,71,383.252
b8b14542,explore,117,161.788
b89f9db4,explore,26,73.057
392c9861,query,221,391.858
b7ca73fe,index,8,54.457
381e9853,query,64,388.994
3905baf4,explore,167,79.132
b6e567e4,explore,62,144.974
b8c09db8,query,84,467.12
b8c0d87a,welcome,7,23.959
37c64359,query,17,409.271
388d08f0,query,20,428.627
b909b158,explore,36,75.517
3905baf4,query,121,414.776
36b6fc81,query,38,334.966
38b09a88,query,48,430.307
b8eb4d4e,query,128,450.577
38da9d49,index,109,33.284
b8c69d26,explore,52,82.145
3912a215,query,305,408.745
39185800,query,119,469.155
383abed1,welcome,56,36.217
38b53b45,explore,22,94.921
3827db44,,54,
b8d358f0,explore,197,135.595
b8b7a428,explore,31,151.741
3849c6fb,explore,22,162.187
b8391a61,query,98,280.64
b69d376c,welcome,72,22.106
b914eada,explore,25,78.25
388c423e,welcome,7,29.349
39098b28,query,320,353.23
b8f55c89,explore,115,116.013
34a81b8f,query,104,334.754
3827db44,query,155,355.53
b6b8e96f,,75,
b80488d1,query,87,365.256
b842859b,query,17,422.737
382345b2,explore,82,101.869
b70bcb2c,query,86,350.834
b88a09a7,explore,244,122.916
3988f9c2,,76,
37c8fbf3,explore,38,113.194
38e2c522,welcome,172,37.035
b7dba582,welcome,131,49.1
39872d38,,11,
b6990fc2,query,97,494.655
388c423e,explore,22,88.056
b8da93e2,explore,22,35.472
b6958ebc,index,14,61.39
38c8cabf,,116,
39872d38,explore,46,75.704
3707fb77,explore,298,136.793
b7eff8f0,query,17,446.718
382345b2,welcome,7,45.207
3912716d,query,205,416.642
3795b01d,query,17,336
39048856,,10,
b7ca73fe,query,30,405.759
b9322811,explore,433,170.39
38b0ba4b,query,104,345.132
b842859b,welcome,46,29.074
387950ec,,78,
b8cc8870,index,10,33.932
b7711fd2,welcome,19,36.75
b9036d74,query,100,562.144
3821abf6,index,10,38.942
38731251,query,44,350.659
b6958ebc,explore,163,145.479
37cca1bf,index,58,43.76
b8083d73,query,150,352.4
b7711fd2,query,87,381.358
3882b813,query,62,314.053
3794ed75,index,46,36.362
37dd5930,welcome,22,32.063
b91b59ef,explore,41,92.032
3945ce3a,,183,
b8ee782d,welcome,27,14.965
3431e690,index,44,71.726
b684a433,query,47,385.318
38c354f3,explore,56,113.217
388c423e,explore,45,60.096
b904fd6c,explore,269,88.721
b7fddf00,welcome,42,37.272
39185800,query,51,397.234
b7b187ea,query,48,365.689
38731251,explore,22,130.888
3969e39d,welcome,30,31.596
b743e5c6,explore,116,101.42
3867b4fa,welcome,59,40.178
381e9853,,96,
387e161c,query,102,400.649
b8997506,query,52,406.036
34a81b8f,query,17,351.456
b925aacd,explore,22,112.689
3.88E+13,query,17,478.134
38ebf974,query,31,327.173
b9036d74,explore,100,53.253
b7e1c8a3,query,34,357.034
b76cdcea,welcome,23,35.717
b8b37cbc,explore,488,97.853
b94a5b1f,explore,181,25.055
388cea01,query,239,397.076
3928b75f,query,67,479.466
3926e692,index,40,32.866
38a271d8,welcome,18,15.602
b80488d1,index,8,24.542
b8c172c6,explore,68,134.355
b8e5a9d7,query,91,433.652
b8a3ab17,welcome,18,33.524
388e7adf,welcome,10,32.711
3924671c,index,15,75.652
b78b6241,explore,56,124.512
b95624a3,query,62,388.029
b9071e0f,explore,31,117.958
b8ee782d,query,78,384.465
b8d19bd2,welcome,73,24.426
3795b01d,welcome,7,17.586
38c354f3,query,279,286.014
b72e9d50,query,87,303.085
b8b1fce4,,30,
b87c4065,query,299,427.811
38edf1a3,,34,
b8a7d0b8,explore,54,122.322
3899ea49,welcome,83,35.064
b866983b,index,36,27.056
b909b158,welcome,33,13.025
b8f51d3a,,56,
b898d23e,query,137,388.172
b842859b,explore,157,88.942
38e9c25e,query,65,425.474
b8bff102,query,17,341.308
b68320d1,,10,
394857b7,query,32,261.098
b8d66d35,query,116,441.943
b925aacd,explore,139,43.942
b86cb46d,index,4,60.035
38bc1af6,explore,33,123.381
3845e841,query,20,358.746
3867b4fa,explore,35,112.908
388473f3,explore,32,137.296
388c423e,explore,149,146.931
384ccca7,welcome,58,17.5
37f7103f,welcome,227,33.799
b70bcb2c,,19,
38250955,welcome,19,26.064
b8b37cbc,explore,22,128.088
b8adaed6,explore,69,124.46
387554d0,welcome,12,25.806
36d0a1dc,query,482,309.597
3858424d,explore,51,107.258
b915b875,welcome,89,33.354
3912716d,query,106,420.662
3884d3b8,query,44,430.766
b8cfbab8,,33,
38c9120d,index,4,42.328
37f82166,welcome,10,30.273
b93a5bf5,query,43,392.607
b8ee782d,welcome,91,41.091
4.00E+101,explore,28,98.393
b891a53e,query,104,453.455
b83daced,query,17,433.276
b88a09a7,index,4,56.224
b8cfbab8,query,31,470.541
3882b813,query,17,330.949
37295f54,,127,
b87c4065,query,34,370.174
388d08f0,,43,
b817c50e,welcome,19,37.394
38826074,query,88,316.43
b7f28310,,92,
38b0ba4b,explore,82,154.715
35cfb7c7,index,4,19.788
384ccca7,query,48,447.435
387950ec,explore,22,142.375
382db31a,query,80,282.122
b9322811,explore,150,84.792
b9a11327,query,103,398.89
b914eada,query,105,386.271
b895837d,explore,38,178.381
387e161c,query,55,277.707
37ab4274,explore,22,78.443
39098b28,index,4,52.894
38e75f40,explore,89,40.408
388c423e,query,36,399.74
b99b685a,query,93,416.873
39006782,welcome,65,37.07
39449ddc,welcome,92,24.759
3821abf6,explore,37,99.479
b8e6681d,query,148,407.123
380659cb,explore,22,114.82
38f5c56b,query,17,390.516
3.80E+08,index,65,82.816
b8a3ab17,welcome,24,29.55
393d8a15,query,17,489.928
b8817cf7,explore,31,173.283
3912a215,explore,77,113.482
38bc1af6,welcome,10,34.761
391e2eeb,query,154,434.267
b8adaed6,query,210,375.322
381e9853,query,96,403.313
388c423e,explore,22,128.758
b7f28310,query,44,382.046
3962b232,index,22,34.441
b715fc7b,welcome,21,30.675
37a1058d,query,100,441.595
380659cb,,71,
38acbfc9,welcome,124,36.599
38c31cae,explore,22,88.288
35b444af,query,99,501.558
3988f9c2,query,73,359.237
39185800,,11,
b8b14542,explore,65,103.075
38c8cabf,explore,59,170.433
b97b1f52,welcome,30,31.954
b83f119a,explore,22,116.648
37cca1bf,,72,
b7711fd2,explore,61,110.804
b7c6f37d,query,188,365.726
b8dd316b,explore,61,101.832
b8656837,explore,64,192.265
b8d1dabb,welcome,7,19.822
385539b2,explore,74,140.088
b8a3d144,query,188,301.294
b8cc587b,query,170,398.996
38551544,welcome,9,26.992
b7d41379,welcome,11,22.708
39185800,query,176,432.965
3472f217,explore,49,117.544
b860ffac,query,27,406.696
b9069c73,query,17,447.611
37cca1bf,explore,38,158.509
3899ccda,explore,109,141.876
b8aff57d,,54,
385d4712,welcome,46,31.299
38b0ba4b,index,4,28.338
371b2fbe,query,261,374.754
b8391a61,query,126,369.115
b8d1dabb,query,20,425.616
3962b232,welcome,105,23.284
38edab26,explore,63,133.648
383abed1,query,94,293.921
387554d0,welcome,46,29.81
37f7103f,query,24,451.844
b957115e,query,110,310.486
b802185b,explore,64,171.521
37a1058d,,71,
35cfb7c7,welcome,51,29.413
b8c0d87a,query,101,406.38
b727c7ed,explore,48,114.507
b9322811,index,4,25.652
38a271d8,query,63,448.041
b8d19bd2,explore,61,146.537
b895837d,query,89,365.243
38c31cae,welcome,96,34.279
380659cb,welcome,144,37.428
38d0167a,query,104,403.922
b98ba0ac,explore,63,79.099
b929ba86,index,9,35.511
38250955,explore,22,199.624
387554d0,index,20,55.67
38d87afe,welcome,96,36.38
37e627d2,explore,52,73.439
37eb9889,explore,105,106.891
b8a3ab17,query,91,324.84
395db9dc,query,187,381.36
38ef3cac,explore,148,108.398
b81aac1c,query,28,362.744
b8a3ab17,welcome,14,21.874
390d228a,explore,52,72.805
3857dfc6,welcome,9,30.153
4.00E+101,explore,92,90.245
b8a3d144,explore,29,115.221
38e7e056,index,4,55.924
b9a11327,welcome,42,29.14
37b00432,query,64,333.812
38a5e6dc,explore,32,130.059
b85d00a8,query,222,412.419
b78e0dd7,explore,22,131.122
b78b6241,welcome,7,44.541
38b768a6,query,74,375.444
37f7103f,explore,31,19.754
3825c62e,welcome,18,44.425
b98f6b2a,welcome,28,45.56
38551544,welcome,114,28.853
396a04f5,query,113,402.077
35cfb7c7,query,103,373.897
